Customer_Id,Product_Id,Transaction Type,Category,Amount (In Dollars),Purchase_Date,Payment Mode,Merchant Name,Location,Transaction Status,Tax Amount,Discount Applied,Transaction Approval Status,Customer Segment
4184,206,Loan Repayment,Mutual Funds,11594,03/20/2025,Bank Transfer,Marriott Hotels,"Mitchellmouth, Turkmenistan",Failed,<function <lambda> at 0x7ebcdf7b7a90>,<function <lambda> at 0x7ebcdf7b7b30>,Approved,Corporate
4185,208,Loan Repayment,Supermarket,23622,03/20/2025,Crypto,Walmart,"Port Thomas, Christmas Island",Approved,<function <lambda> at 0x7ebcdf7b7c70>,<function <lambda> at 0x7ebcdf7b7bd0>,Approved,Individual
4185,246,Loan Repayment,Mutual Funds,14337,03/20/2025,Debit Card,Netflix,"Port Thomas, Christmas Island",Failed,<function <lambda> at 0x7ebcdf7b7d10>,<function <lambda> at 0x7ebcdf7b7db0>,Pending,Individual
4186,252,Healthcare Payment,Supermarket,46298,03/20/2025,Bank Transfer,Walmart,"Joannaburgh, Estonia",Pending,<function <lambda> at 0x7ebcdf7b7ef0>,<function <lambda> at 0x7ebcdf7b7e50>,Approved,Corporate
4186,293,Loan Repayment,Streaming Services,15001,03/20/2025,Bank Transfer,Netflix,"Joannaburgh, Estonia",Pending,<function <lambda> at 0x7ebcdf7b7f90>,<function <lambda> at 0x7ebcdf7b8030>,Pending,Corporate
4187,275,Subscription Payment,Supermarket,49541,03/20/2025,PayPal,Netflix,"Jonesfurt, Marshall Islands",Pending,<function <lambda> at 0x7ebcdf7b8170>,<function <lambda> at 0x7ebcdf7b80d0>,Pending,Corporate
4187,235,Loan Repayment,Mutual Funds,46653,03/20/2025,Bank Transfer,E-Trade,"Jonesfurt, Marshall Islands",Failed,<function <lambda> at 0x7ebcdf7b8210>,<function <lambda> at 0x7ebcdf7b82b0>,Approved,Corporate
4188,253,Stock Investment,Medical Bills,19084,03/20/2025,Bank Transfer,Walmart,"East Heather, Colombia",Pending,<function <lambda> at 0x7ebcdf7b83f0>,<function <lambda> at 0x7ebcdf7b8350>,Pending,Small Business
4188,204,Subscription Payment,Medical Bills,9981,03/20/2025,Bank Transfer,E-Trade,"East Heather, Colombia",Approved,<function <lambda> at 0x7ebcdf7b8490>,<function <lambda> at 0x7ebcdf7b8530>,Approved,Small Business
4189,275,Stock Investment,Streaming Services,12710,03/20/2025,PayPal,Mayo Clinic,"Hickstown, Uruguay",Completed,<function <lambda> at 0x7ebcdf7b8670>,<function <lambda> at 0x7ebcdf7b85d0>,Approved,Small Business
4189,242,Subscription Payment,Supermarket,21285,03/20/2025,Bank Transfer,Walmart,"Hickstown, Uruguay",Approved,<function <lambda> at 0x7ebcdf7b8710>,<function <lambda> at 0x7ebcdf7b87b0>,Approved,Small Business
4190,231,Grocery Shopping,Mutual Funds,24191,03/20/2025,Debit Card,Mayo Clinic,"Amandaland, Jersey",Failed,<function <lambda> at 0x7ebcdf7b88f0>,<function <lambda> at 0x7ebcdf7b8850>,Pending,Small Business
4190,262,Grocery Shopping,Streaming Services,8939,03/20/2025,Credit Card,Marriott Hotels,"Amandaland, Jersey",Failed,<function <lambda> at 0x7ebcdf7b8990>,<function <lambda> at 0x7ebcdf7b8a30>,Approved,Small Business
4191,212,Grocery Shopping,Medical Bills,38210,03/20/2025,Crypto,Walmart,"Richardsontown, Egypt",Pending,<function <lambda> at 0x7ebcdf7b8b70>,<function <lambda> at 0x7ebcdf7b8ad0>,Approved,Small Business
4191,286,Online Purchase,Mutual Funds,14032,03/20/2025,Crypto,Walmart,"Richardsontown, Egypt",Completed,<function <lambda> at 0x7ebcdf7b8c10>,<function <lambda> at 0x7ebcdf7b8cb0>,Pending,Small Business
4192,238,Grocery Shopping,Mortgage Payment,3443,03/20/2025,PayPal,Netflix,"Landryside, New Caledonia",Approved,<function <lambda> at 0x7ebcdf7b8df0>,<function <lambda> at 0x7ebcdf7b8d50>,Pending,Small Business
4192,206,Healthcare Payment,Luxury Resorts,14356,03/20/2025,PayPal,E-Trade,"Landryside, New Caledonia",Pending,<function <lambda> at 0x7ebcdf7b8e90>,<function <lambda> at 0x7ebcdf7b8f30>,Approved,Small Business
4193,286,Stock Investment,Supermarket,28753,03/20/2025,PayPal,Marriott Hotels,"West Marissafort, Cambodia",Failed,<function <lambda> at 0x7ebcdf7b9070>,<function <lambda> at 0x7ebcdf7b8fd0>,Pending,Individual
4193,284,Stock Investment,Luxury Resorts,42053,03/20/2025,PayPal,Wells Fargo,"West Marissafort, Cambodia",Completed,<function <lambda> at 0x7ebcdf7b9110>,<function <lambda> at 0x7ebcdf7b91b0>,Approved,Individual
4194,289,Healthcare Payment,Luxury Resorts,30406,03/20/2025,Bank Transfer,Netflix,"Carrollhaven, Grenada",Failed,<function <lambda> at 0x7ebcdf7b92f0>,<function <lambda> at 0x7ebcdf7b9250>,Approved,Individual
4194,288,Subscription Payment,Electronics,19107,03/20/2025,PayPal,Netflix,"Carrollhaven, Grenada",Failed,<function <lambda> at 0x7ebcdf7b9390>,<function <lambda> at 0x7ebcdf7b9430>,Approved,Individual
4195,256,Healthcare Payment,Luxury Resorts,36164,03/20/2025,PayPal,E-Trade,"Kathleenfort, Marshall Islands",Pending,<function <lambda> at 0x7ebcdf7b9570>,<function <lambda> at 0x7ebcdf7b94d0>,Approved,Corporate
4195,231,Healthcare Payment,Mortgage Payment,36673,03/20/2025,Bank Transfer,Walmart,"Kathleenfort, Marshall Islands",Completed,<function <lambda> at 0x7ebcdf7b9610>,<function <lambda> at 0x7ebcdf7b96b0>,Approved,Corporate
4196,224,Hotel Booking,Mortgage Payment,31017,03/20/2025,PayPal,E-Trade,"Westshire, Tunisia",Pending,<function <lambda> at 0x7ebcdf7b97f0>,<function <lambda> at 0x7ebcdf7b9750>,Pending,Corporate
4196,283,Hotel Booking,Supermarket,6734,03/20/2025,PayPal,E-Trade,"Westshire, Tunisia",Failed,<function <lambda> at 0x7ebcdf7b9890>,<function <lambda> at 0x7ebcdf7b9930>,Pending,Corporate
4197,208,Stock Investment,Luxury Resorts,8250,03/20/2025,PayPal,Walmart,"New Laurahaven, Swaziland",Pending,<function <lambda> at 0x7ebcdf7b9a70>,<function <lambda> at 0x7ebcdf7b99d0>,Pending,Enterprise
4197,298,Stock Investment,Medical Bills,35581,03/20/2025,Debit Card,Mayo Clinic,"New Laurahaven, Swaziland",Pending,<function <lambda> at 0x7ebcdf7b9b10>,<function <lambda> at 0x7ebcdf7b9bb0>,Pending,Enterprise
4198,284,Grocery Shopping,Electronics,4809,03/20/2025,Debit Card,Netflix,"Halltown, Vietnam",Completed,<function <lambda> at 0x7ebcdf7b9cf0>,<function <lambda> at 0x7ebcdf7b9c50>,Approved,Corporate
4198,228,Hotel Booking,Electronics,3548,03/20/2025,Bank Transfer,Mayo Clinic,"Halltown, Vietnam",Failed,<function <lambda> at 0x7ebcdf7b9d90>,<function <lambda> at 0x7ebcdf7b9e30>,Pending,Corporate
4199,222,Hotel Booking,Luxury Resorts,45481,03/20/2025,Credit Card,Walmart,"Pennytown, Mayotte",Completed,<function <lambda> at 0x7ebcdf7b9f70>,<function <lambda> at 0x7ebcdf7b9ed0>,Approved,Individual
4199,269,Grocery Shopping,Medical Bills,34673,03/20/2025,Crypto,Mayo Clinic,"Pennytown, Mayotte",Completed,<function <lambda> at 0x7ebcdf7cf010>,<function <lambda> at 0x7ebcdf7cf0b0>,Approved,Individual
4200,283,Subscription Payment,Luxury Resorts,31571,03/20/2025,Crypto,Walmart,"Ericksonview, Martinique",Pending,<function <lambda> at 0x7ebcdf7cf1f0>,<function <lambda> at 0x7ebcdf7cf150>,Pending,Small Business
4200,279,Grocery Shopping,Medical Bills,47188,03/20/2025,Crypto,Wells Fargo,"Ericksonview, Martinique",Failed,<function <lambda> at 0x7ebcdf7cf290>,<function <lambda> at 0x7ebcdf7cf330>,Approved,Small Business
4201,286,Grocery Shopping,Supermarket,23316,03/20/2025,Bank Transfer,Wells Fargo,"Watsonland, Lesotho",Pending,<function <lambda> at 0x7ebcdf7cf470>,<function <lambda> at 0x7ebcdf7cf3d0>,Approved,Corporate
4201,253,Online Purchase,Medical Bills,20720,03/20/2025,Credit Card,Wells Fargo,"Watsonland, Lesotho",Approved,<function <lambda> at 0x7ebcdf7cf510>,<function <lambda> at 0x7ebcdf7cf5b0>,Pending,Corporate
4202,280,Stock Investment,Medical Bills,23843,03/20/2025,Credit Card,Walmart,"Port Ashleyfurt, Kyrgyz Republic",Completed,<function <lambda> at 0x7ebcdf7cf6f0>,<function <lambda> at 0x7ebcdf7cf650>,Pending,Corporate
4202,215,Online Purchase,Mutual Funds,29841,03/20/2025,PayPal,Marriott Hotels,"Port Ashleyfurt, Kyrgyz Republic",Approved,<function <lambda> at 0x7ebcdf7cf790>,<function <lambda> at 0x7ebcdf7cf830>,Approved,Corporate
4203,230,Subscription Payment,Luxury Resorts,28139,03/20/2025,PayPal,Wells Fargo,"Port William, Kazakhstan",Completed,<function <lambda> at 0x7ebcdf7cf970>,<function <lambda> at 0x7ebcdf7cf8d0>,Pending,Individual
4203,257,Subscription Payment,Supermarket,465,03/20/2025,PayPal,Netflix,"Port William, Kazakhstan",Completed,<function <lambda> at 0x7ebcdf7cfa10>,<function <lambda> at 0x7ebcdf7cfab0>,Pending,Individual
4204,260,Healthcare Payment,Mortgage Payment,24055,03/20/2025,PayPal,E-Trade,"Grahamville, Sri Lanka",Approved,<function <lambda> at 0x7ebcdf7cfbf0>,<function <lambda> at 0x7ebcdf7cfb50>,Approved,Individual
4204,256,Hotel Booking,Mutual Funds,47281,03/20/2025,PayPal,Walmart,"Grahamville, Sri Lanka",Approved,<function <lambda> at 0x7ebcdf7cfc90>,<function <lambda> at 0x7ebcdf7cfd30>,Approved,Individual
4205,296,Loan Repayment,Mortgage Payment,40944,03/20/2025,PayPal,Walmart,"Lucasmouth, Iraq",Completed,<function <lambda> at 0x7ebcdf7cfe70>,<function <lambda> at 0x7ebcdf7cfdd0>,Approved,Enterprise
4205,273,Online Purchase,Electronics,33788,03/20/2025,PayPal,Wells Fargo,"Lucasmouth, Iraq",Approved,<function <lambda> at 0x7ebcdf7cff10>,<function <lambda> at 0x7ebcdf7cffb0>,Pending,Enterprise
4206,226,Grocery Shopping,Mutual Funds,42462,03/20/2025,Bank Transfer,Amazon,"Saunderschester, Egypt",Approved,<function <lambda> at 0x7ebcdf7d00f0>,<function <lambda> at 0x7ebcdf7d0050>,Pending,Individual
4206,210,Hotel Booking,Electronics,43156,03/20/2025,Credit Card,E-Trade,"Saunderschester, Egypt",Failed,<function <lambda> at 0x7ebcdf7d0190>,<function <lambda> at 0x7ebcdf7d0230>,Approved,Individual
4207,280,Subscription Payment,Mortgage Payment,12202,03/20/2025,Bank Transfer,Walmart,"East Steveview, Turks and Caicos Islands",Failed,<function <lambda> at 0x7ebcdf7d0370>,<function <lambda> at 0x7ebcdf7d02d0>,Pending,Enterprise
4207,239,Hotel Booking,Electronics,20850,03/20/2025,Bank Transfer,Marriott Hotels,"East Steveview, Turks and Caicos Islands",Failed,<function <lambda> at 0x7ebcdf7d0410>,<function <lambda> at 0x7ebcdf7d04b0>,Approved,Enterprise
4208,223,Grocery Shopping,Streaming Services,11439,03/20/2025,Crypto,Amazon,"North Laura, Haiti",Failed,<function <lambda> at 0x7ebcdf7d05f0>,<function <lambda> at 0x7ebcdf7d0550>,Pending,Corporate
4208,257,Grocery Shopping,Luxury Resorts,20104,03/20/2025,PayPal,Marriott Hotels,"North Laura, Haiti",Approved,<function <lambda> at 0x7ebcdf7d0690>,<function <lambda> at 0x7ebcdf7d0730>,Approved,Corporate
4209,204,Hotel Booking,Mutual Funds,39819,03/20/2025,Crypto,Marriott Hotels,"Gregorytown, Nicaragua",Approved,<function <lambda> at 0x7ebcdf7d0870>,<function <lambda> at 0x7ebcdf7d07d0>,Approved,Corporate
4209,273,Healthcare Payment,Supermarket,16759,03/20/2025,Credit Card,E-Trade,"Gregorytown, Nicaragua",Pending,<function <lambda> at 0x7ebcdf7d0910>,<function <lambda> at 0x7ebcdf7d09b0>,Approved,Corporate
4210,260,Loan Repayment,Mortgage Payment,48167,03/20/2025,Credit Card,Netflix,"West Kayla, Brunei Darussalam",Pending,<function <lambda> at 0x7ebcdf7d0af0>,<function <lambda> at 0x7ebcdf7d0a50>,Pending,Small Business
4210,208,Grocery Shopping,Electronics,13951,03/20/2025,PayPal,Marriott Hotels,"West Kayla, Brunei Darussalam",Completed,<function <lambda> at 0x7ebcdf7d0b90>,<function <lambda> at 0x7ebcdf7d0c30>,Approved,Small Business
4211,215,Stock Investment,Electronics,7097,03/20/2025,Bank Transfer,E-Trade,"New Erin, Greenland",Pending,<function <lambda> at 0x7ebcdf7d0d70>,<function <lambda> at 0x7ebcdf7d0cd0>,Pending,Individual
4211,277,Healthcare Payment,Mortgage Payment,7055,03/20/2025,Bank Transfer,Mayo Clinic,"New Erin, Greenland",Approved,<function <lambda> at 0x7ebcdf7d0e10>,<function <lambda> at 0x7ebcdf7d0eb0>,Pending,Individual
4212,246,Subscription Payment,Supermarket,16182,03/20/2025,Credit Card,Wells Fargo,"Garymouth, Equatorial Guinea",Pending,<function <lambda> at 0x7ebcdf7d0ff0>,<function <lambda> at 0x7ebcdf7d0f50>,Pending,Enterprise
4212,242,Online Purchase,Supermarket,23422,03/20/2025,PayPal,Mayo Clinic,"Garymouth, Equatorial Guinea",Completed,<function <lambda> at 0x7ebcdf7d1090>,<function <lambda> at 0x7ebcdf7d1130>,Approved,Enterprise
4213,258,Healthcare Payment,Mortgage Payment,2314,03/20/2025,Bank Transfer,Netflix,"West Alexander, Brazil",Pending,<function <lambda> at 0x7ebcdf7d1270>,<function <lambda> at 0x7ebcdf7d11d0>,Pending,Small Business
4213,208,Grocery Shopping,Electronics,757,03/20/2025,Crypto,Amazon,"West Alexander, Brazil",Approved,<function <lambda> at 0x7ebcdf7d1310>,<function <lambda> at 0x7ebcdf7d13b0>,Pending,Small Business
4214,246,Stock Investment,Streaming Services,6016,03/20/2025,Bank Transfer,Amazon,"Hughesville, Nauru",Approved,<function <lambda> at 0x7ebcdf7d14f0>,<function <lambda> at 0x7ebcdf7d1450>,Pending,Enterprise
4214,203,Online Purchase,Mutual Funds,2148,03/20/2025,Debit Card,Wells Fargo,"Hughesville, Nauru",Pending,<function <lambda> at 0x7ebcdf7d1590>,<function <lambda> at 0x7ebcdf7d1630>,Approved,Enterprise
4215,237,Hotel Booking,Mortgage Payment,19188,03/20/2025,Crypto,Amazon,"Edwinchester, Botswana",Completed,<function <lambda> at 0x7ebcdf7d1770>,<function <lambda> at 0x7ebcdf7d16d0>,Pending,Individual
4215,241,Grocery Shopping,Streaming Services,23589,03/20/2025,PayPal,E-Trade,"Edwinchester, Botswana",Pending,<function <lambda> at 0x7ebcdf7d1810>,<function <lambda> at 0x7ebcdf7d18b0>,Pending,Individual
4216,237,Subscription Payment,Supermarket,49878,03/20/2025,Debit Card,Netflix,"Meganport, Haiti",Approved,<function <lambda> at 0x7ebcdf7d19f0>,<function <lambda> at 0x7ebcdf7d1950>,Approved,Corporate
4216,204,Stock Investment,Mortgage Payment,26030,03/20/2025,Crypto,Marriott Hotels,"Meganport, Haiti",Pending,<function <lambda> at 0x7ebcdf7d1a90>,<function <lambda> at 0x7ebcdf7d1b30>,Approved,Corporate
4217,270,Online Purchase,Mutual Funds,32451,03/20/2025,Crypto,Mayo Clinic,"Russellhaven, Canada",Failed,<function <lambda> at 0x7ebcdf7d1c70>,<function <lambda> at 0x7ebcdf7d1bd0>,Pending,Small Business
4217,239,Grocery Shopping,Medical Bills,21105,03/20/2025,Debit Card,Netflix,"Russellhaven, Canada",Approved,<function <lambda> at 0x7ebcdf7d1d10>,<function <lambda> at 0x7ebcdf7d1db0>,Pending,Small Business
4218,262,Online Purchase,Streaming Services,4042,03/20/2025,Bank Transfer,Amazon,"Millershire, Jersey",Approved,<function <lambda> at 0x7ebcdf7d1ef0>,<function <lambda> at 0x7ebcdf7d1e50>,Approved,Small Business
4218,278,Subscription Payment,Mutual Funds,37806,03/20/2025,PayPal,Walmart,"Millershire, Jersey",Completed,<function <lambda> at 0x7ebcdf7d1f90>,<function <lambda> at 0x7ebcdf7d2030>,Pending,Small Business
4219,238,Hotel Booking,Supermarket,7731,03/20/2025,Crypto,E-Trade,"Johnsonberg, Tonga",Completed,<function <lambda> at 0x7ebcdf7d2170>,<function <lambda> at 0x7ebcdf7d20d0>,Approved,Corporate
4219,221,Loan Repayment,Mutual Funds,46884,03/20/2025,Bank Transfer,Amazon,"Johnsonberg, Tonga",Approved,<function <lambda> at 0x7ebcdf7d2210>,<function <lambda> at 0x7ebcdf7d22b0>,Approved,Corporate
4220,232,Online Purchase,Mutual Funds,18763,03/20/2025,Debit Card,Netflix,"Sandrastad, Korea",Completed,<function <lambda> at 0x7ebcdf7d23f0>,<function <lambda> at 0x7ebcdf7d2350>,Approved,Individual
4220,277,Grocery Shopping,Supermarket,3194,03/20/2025,PayPal,Marriott Hotels,"Sandrastad, Korea",Completed,<function <lambda> at 0x7ebcdf7d2490>,<function <lambda> at 0x7ebcdf7d2530>,Pending,Individual
4221,287,Stock Investment,Mortgage Payment,32259,03/20/2025,Debit Card,Netflix,"Port Virginiaport, Somalia",Failed,<function <lambda> at 0x7ebcdf7d2670>,<function <lambda> at 0x7ebcdf7d25d0>,Pending,Small Business
4221,235,Online Purchase,Mortgage Payment,15447,03/20/2025,Credit Card,Walmart,"Port Virginiaport, Somalia",Pending,<function <lambda> at 0x7ebcdf7d2710>,<function <lambda> at 0x7ebcdf7d27b0>,Approved,Small Business
4222,249,Stock Investment,Electronics,34270,03/20/2025,Credit Card,Mayo Clinic,"West Katie, Lesotho",Approved,<function <lambda> at 0x7ebcdf7d28f0>,<function <lambda> at 0x7ebcdf7d2850>,Approved,Corporate
4222,225,Healthcare Payment,Electronics,832,03/20/2025,Bank Transfer,E-Trade,"West Katie, Lesotho",Completed,<function <lambda> at 0x7ebcdf7d2990>,<function <lambda> at 0x7ebcdf7d2a30>,Approved,Corporate
4223,244,Online Purchase,Luxury Resorts,24928,03/20/2025,Crypto,Wells Fargo,"East Stephen, Kyrgyz Republic",Failed,<function <lambda> at 0x7ebcdf7d2b70>,<function <lambda> at 0x7ebcdf7d2ad0>,Approved,Individual
4223,203,Online Purchase,Electronics,39423,03/20/2025,Debit Card,Walmart,"East Stephen, Kyrgyz Republic",Approved,<function <lambda> at 0x7ebcdf7d2c10>,<function <lambda> at 0x7ebcdf7d2cb0>,Pending,Individual
4224,259,Loan Repayment,Mortgage Payment,41907,03/20/2025,Credit Card,Amazon,"North Kimport, Mali",Approved,<function <lambda> at 0x7ebcdf7d2df0>,<function <lambda> at 0x7ebcdf7d2d50>,Approved,Individual
4224,211,Healthcare Payment,Mortgage Payment,25253,03/20/2025,Crypto,Mayo Clinic,"North Kimport, Mali",Failed,<function <lambda> at 0x7ebcdf7d2e90>,<function <lambda> at 0x7ebcdf7d2f30>,Pending,Individual
4225,215,Grocery Shopping,Mortgage Payment,19949,03/20/2025,Crypto,Walmart,"West Samantha, Lao People's Democratic Republic",Failed,<function <lambda> at 0x7ebcdf7d3070>,<function <lambda> at 0x7ebcdf7d2fd0>,Approved,Individual
4225,236,Healthcare Payment,Streaming Services,21140,03/20/2025,Bank Transfer,Mayo Clinic,"West Samantha, Lao People's Democratic Republic",Completed,<function <lambda> at 0x7ebcdf7d3110>,<function <lambda> at 0x7ebcdf7d31b0>,Pending,Individual
4226,281,Loan Repayment,Medical Bills,46201,03/20/2025,Crypto,Wells Fargo,"Bethfort, Isle of Man",Failed,<function <lambda> at 0x7ebcdf7d32f0>,<function <lambda> at 0x7ebcdf7d3250>,Pending,Individual
4226,207,Healthcare Payment,Mutual Funds,35547,03/20/2025,Bank Transfer,Wells Fargo,"Bethfort, Isle of Man",Failed,<function <lambda> at 0x7ebcdf7d3390>,<function <lambda> at 0x7ebcdf7d3430>,Approved,Individual
4227,271,Subscription Payment,Electronics,44719,03/20/2025,PayPal,Marriott Hotels,"New Bryan, Cyprus",Pending,<function <lambda> at 0x7ebcdf7d3570>,<function <lambda> at 0x7ebcdf7d34d0>,Approved,Enterprise
4227,215,Stock Investment,Medical Bills,47163,03/20/2025,PayPal,Netflix,"New Bryan, Cyprus",Failed,<function <lambda> at 0x7ebcdf7d3610>,<function <lambda> at 0x7ebcdf7d36b0>,Approved,Enterprise
4228,262,Grocery Shopping,Supermarket,38748,03/20/2025,Credit Card,Walmart,"East Tony, Sao Tome and Principe",Pending,<function <lambda> at 0x7ebcdf7d37f0>,<function <lambda> at 0x7ebcdf7d3750>,Pending,Enterprise
4228,228,Hotel Booking,Mortgage Payment,36499,03/20/2025,Crypto,Marriott Hotels,"East Tony, Sao Tome and Principe",Completed,<function <lambda> at 0x7ebcdf7d3890>,<function <lambda> at 0x7ebcdf7d3930>,Approved,Enterprise
4229,288,Online Purchase,Electronics,49536,03/20/2025,Credit Card,Walmart,"New Russellchester, Saint Martin",Pending,<function <lambda> at 0x7ebcdf7d3a70>,<function <lambda> at 0x7ebcdf7d39d0>,Pending,Corporate
4229,249,Grocery Shopping,Mutual Funds,44536,03/20/2025,PayPal,Walmart,"New Russellchester, Saint Martin",Approved,<function <lambda> at 0x7ebcdf7d3b10>,<function <lambda> at 0x7ebcdf7d3bb0>,Approved,Corporate
4230,208,Subscription Payment,Streaming Services,10967,03/20/2025,Bank Transfer,Wells Fargo,"North Stephanie, Haiti",Approved,<function <lambda> at 0x7ebcdf7d3cf0>,<function <lambda> at 0x7ebcdf7d3c50>,Pending,Individual
4230,239,Subscription Payment,Mortgage Payment,11504,03/20/2025,Crypto,Marriott Hotels,"North Stephanie, Haiti",Pending,<function <lambda> at 0x7ebcdf7d3d90>,<function <lambda> at 0x7ebcdf7d3e30>,Approved,Individual
4231,244,Loan Repayment,Streaming Services,34260,03/20/2025,Credit Card,Mayo Clinic,"East James, Norway",Pending,<function <lambda> at 0x7ebcdf7d3f70>,<function <lambda> at 0x7ebcdf7d3ed0>,Approved,Corporate
4231,260,Hotel Booking,Medical Bills,16920,03/20/2025,Bank Transfer,Mayo Clinic,"East James, Norway",Approved,<function <lambda> at 0x7ebcdf7e1010>,<function <lambda> at 0x7ebcdf7e10b0>,Pending,Corporate
4232,211,Stock Investment,Medical Bills,41445,03/20/2025,Debit Card,E-Trade,"Carpenterborough, Albania",Completed,<function <lambda> at 0x7ebcdf7e11f0>,<function <lambda> at 0x7ebcdf7e1150>,Pending,Enterprise
4232,232,Healthcare Payment,Mutual Funds,24427,03/20/2025,PayPal,E-Trade,"Carpenterborough, Albania",Approved,<function <lambda> at 0x7ebcdf7e1290>,<function <lambda> at 0x7ebcdf7e1330>,Pending,Enterprise
4233,201,Stock Investment,Streaming Services,45075,03/20/2025,Crypto,Netflix,"Amandaborough, Dominica",Completed,<function <lambda> at 0x7ebcdf7e1470>,<function <lambda> at 0x7ebcdf7e13d0>,Approved,Individual
4233,272,Stock Investment,Mortgage Payment,37483,03/20/2025,Crypto,Walmart,"Amandaborough, Dominica",Pending,<function <lambda> at 0x7ebcdf7e1510>,<function <lambda> at 0x7ebcdf7e15b0>,Pending,Individual
4234,271,Subscription Payment,Electronics,27390,03/20/2025,PayPal,Marriott Hotels,"Coxtown, Niger",Completed,<function <lambda> at 0x7ebcdf7e16f0>,<function <lambda> at 0x7ebcdf7e1650>,Approved,Small Business
4234,278,Healthcare Payment,Electronics,18800,03/20/2025,Bank Transfer,Amazon,"Coxtown, Niger",Approved,<function <lambda> at 0x7ebcdf7e1790>,<function <lambda> at 0x7ebcdf7e1830>,Pending,Small Business
4235,282,Subscription Payment,Mutual Funds,10557,03/20/2025,Crypto,Wells Fargo,"Joseview, Bhutan",Pending,<function <lambda> at 0x7ebcdf7e1970>,<function <lambda> at 0x7ebcdf7e18d0>,Pending,Enterprise
4235,217,Loan Repayment,Mortgage Payment,22666,03/20/2025,Debit Card,Marriott Hotels,"Joseview, Bhutan",Completed,<function <lambda> at 0x7ebcdf7e1a10>,<function <lambda> at 0x7ebcdf7e1ab0>,Pending,Enterprise
4236,285,Hotel Booking,Supermarket,15063,03/20/2025,Crypto,Wells Fargo,"Lake Marystad, Qatar",Completed,<function <lambda> at 0x7ebcdf7e1bf0>,<function <lambda> at 0x7ebcdf7e1b50>,Approved,Enterprise
4236,210,Hotel Booking,Medical Bills,12248,03/20/2025,PayPal,Amazon,"Lake Marystad, Qatar",Completed,<function <lambda> at 0x7ebcdf7e1c90>,<function <lambda> at 0x7ebcdf7e1d30>,Approved,Enterprise
4237,295,Stock Investment,Streaming Services,44541,03/20/2025,Credit Card,Marriott Hotels,"Duncanburgh, United States of America",Failed,<function <lambda> at 0x7ebcdf7e1e70>,<function <lambda> at 0x7ebcdf7e1dd0>,Approved,Individual
4237,290,Online Purchase,Mortgage Payment,41605,03/20/2025,Credit Card,E-Trade,"Duncanburgh, United States of America",Completed,<function <lambda> at 0x7ebcdf7e1f10>,<function <lambda> at 0x7ebcdf7e1fb0>,Pending,Individual
4238,268,Online Purchase,Supermarket,24070,03/20/2025,Crypto,Marriott Hotels,"South Amanda, Barbados",Failed,<function <lambda> at 0x7ebcdf7e20f0>,<function <lambda> at 0x7ebcdf7e2050>,Approved,Corporate
4238,285,Subscription Payment,Mutual Funds,1258,03/20/2025,PayPal,Walmart,"South Amanda, Barbados",Pending,<function <lambda> at 0x7ebcdf7e2190>,<function <lambda> at 0x7ebcdf7e2230>,Pending,Corporate
4239,262,Online Purchase,Supermarket,24340,03/20/2025,Bank Transfer,Mayo Clinic,"Michaelville, Lithuania",Completed,<function <lambda> at 0x7ebcdf7e2370>,<function <lambda> at 0x7ebcdf7e22d0>,Pending,Enterprise
4239,263,Hotel Booking,Mortgage Payment,14776,03/20/2025,Bank Transfer,Walmart,"Michaelville, Lithuania",Pending,<function <lambda> at 0x7ebcdf7e2410>,<function <lambda> at 0x7ebcdf7e24b0>,Approved,Enterprise
4240,283,Hotel Booking,Streaming Services,12490,03/20/2025,Credit Card,Amazon,"New Raymond, Saint Barthelemy",Approved,<function <lambda> at 0x7ebcdf7e25f0>,<function <lambda> at 0x7ebcdf7e2550>,Pending,Individual
4240,212,Grocery Shopping,Medical Bills,24489,03/20/2025,Bank Transfer,Marriott Hotels,"New Raymond, Saint Barthelemy",Completed,<function <lambda> at 0x7ebcdf7e2690>,<function <lambda> at 0x7ebcdf7e2730>,Approved,Individual
4241,231,Loan Repayment,Mutual Funds,13969,03/20/2025,Debit Card,Marriott Hotels,"Port William, Saint Kitts and Nevis",Failed,<function <lambda> at 0x7ebcdf7e2870>,<function <lambda> at 0x7ebcdf7e27d0>,Pending,Individual
4241,274,Grocery Shopping,Supermarket,48312,03/20/2025,PayPal,E-Trade,"Port William, Saint Kitts and Nevis",Completed,<function <lambda> at 0x7ebcdf7e2910>,<function <lambda> at 0x7ebcdf7e29b0>,Pending,Individual
4242,226,Loan Repayment,Streaming Services,30057,03/20/2025,PayPal,Marriott Hotels,"Port Crystal, Yemen",Approved,<function <lambda> at 0x7ebcdf7e2af0>,<function <lambda> at 0x7ebcdf7e2a50>,Pending,Individual
4242,218,Online Purchase,Medical Bills,2613,03/20/2025,Credit Card,Amazon,"Port Crystal, Yemen",Pending,<function <lambda> at 0x7ebcdf7e2b90>,<function <lambda> at 0x7ebcdf7e2c30>,Approved,Individual
4243,240,Online Purchase,Mortgage Payment,32925,03/20/2025,PayPal,Netflix,"Greggville, Cayman Islands",Failed,<function <lambda> at 0x7ebcdf7e2d70>,<function <lambda> at 0x7ebcdf7e2cd0>,Pending,Individual
